wandb: Currently logged in as: yog1thun (yog1thun-peking-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 2k0sdzye
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in models/20260108-165245/wandb/run-20260108_165248-2k0sdzye
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run learner_2977856
wandb: ⭐️ View project at https://wandb.ai/yog1thun-peking-university/mahjong-rl
wandb: 🚀 View run at https://wandb.ai/yog1thun-peking-university/mahjong-rl/runs/2k0sdzye
Loaded pre-trained model from ckpt/20251230-175913/100.pkl
[Train] Iteration 0, total loss -0.0966, policy loss -51.1968, value loss 44.1821, entropy loss -0.0059, predict loss 6.9182
[Train] Iteration 221, total loss 9.9038, policy loss -6.1265, value loss 9.6260, entropy loss -0.0088, predict loss 6.4045
[Train] Iteration 222, total loss 8.7523, policy loss -6.5833, value loss 9.2524, entropy loss -0.0185, predict loss 6.0836
[Train] Iteration 223, total loss 9.1044, policy loss -5.8003, value loss 8.1277, entropy loss -0.0060, predict loss 6.7771
[Train] Iteration 224, total loss 9.9814, policy loss -6.5113, value loss 9.8230, entropy loss -0.0196, predict loss 6.6701
[Train] Iteration 225, total loss 9.2916, policy loss -6.1435, value loss 8.5529, entropy loss -0.0115, predict loss 6.8824
[Train] Iteration 226, total loss 7.4709, policy loss -5.6103, value loss 6.8072, entropy loss -0.0132, predict loss 6.2743
[Train] Iteration 227, total loss 16.7365, policy loss -6.4622, value loss 16.5317, entropy loss -0.0098, predict loss 6.6672
[Train] Iteration 228, total loss 6.2646, policy loss -8.3028, value loss 7.6868, entropy loss -0.0108, predict loss 6.8808
[Train] Iteration 229, total loss 9.9493, policy loss -5.3370, value loss 8.8248, entropy loss -0.0111, predict loss 6.4616
[Train] Iteration 230, total loss 7.2921, policy loss -6.0274, value loss 6.4432, entropy loss -0.0111, predict loss 6.8765
[Train] Iteration 231, total loss 9.6354, policy loss -4.8207, value loss 8.0999, entropy loss -0.0072, predict loss 6.3564
[Train] Iteration 232, total loss 6.7640, policy loss -6.6173, value loss 6.9001, entropy loss -0.0138, predict loss 6.4814
[Train] Iteration 233, total loss 5.8762, policy loss -6.8307, value loss 6.1537, entropy loss -0.0114, predict loss 6.5535
[Train] Iteration 234, total loss 8.5902, policy loss -6.0627, value loss 8.3307, entropy loss -0.0093, predict loss 6.3224
[Train] Iteration 235, total loss 13.5370, policy loss -5.6827, value loss 12.7723, entropy loss -0.0144, predict loss 6.4477
[Train] Iteration 236, total loss 11.2941, policy loss -5.8456, value loss 10.0168, entropy loss -0.0067, predict loss 7.1230
[Train] Iteration 237, total loss 6.6476, policy loss -5.7655, value loss 5.8315, entropy loss -0.0166, predict loss 6.5820
[Train] Iteration 238, total loss 6.7180, policy loss -4.7472, value loss 5.1336, entropy loss -0.0251, predict loss 6.3322
[Train] Iteration 239, total loss 4.3008, policy loss -7.2372, value loss 4.8729, entropy loss -0.0139, predict loss 6.6654
[Train] Iteration 240, total loss 4.1870, policy loss -5.8529, value loss 4.0649, entropy loss -0.0086, predict loss 5.9752
[Train] Iteration 241, total loss 4.8316, policy loss -6.6374, value loss 5.1059, entropy loss -0.0093, predict loss 6.3633
[Train] Iteration 242, total loss 6.1997, policy loss -5.8227, value loss 5.5090, entropy loss -0.0131, predict loss 6.5137
[Train] Iteration 243, total loss 4.5097, policy loss -4.9683, value loss 3.0006, entropy loss -0.0176, predict loss 6.4778
[Train] Iteration 244, total loss 8.2630, policy loss -5.8205, value loss 7.2234, entropy loss -0.0095, predict loss 6.8603
[Train] Iteration 245, total loss 2.8615, policy loss -5.8070, value loss 2.6811, entropy loss -0.0209, predict loss 5.9878
[Train] Iteration 246, total loss 13.5717, policy loss -5.7354, value loss 12.6854, entropy loss -0.0123, predict loss 6.6220
[Train] Iteration 247, total loss 13.8131, policy loss -6.4718, value loss 13.5967, entropy loss -0.0182, predict loss 6.6885
[Train] Iteration 248, total loss 15.2019, policy loss -6.5519, value loss 14.8890, entropy loss -0.0182, predict loss 6.8651
[Train] Iteration 249, total loss 9.1724, policy loss -5.7694, value loss 8.5291, entropy loss -0.0208, predict loss 6.4131
[Train] Iteration 250, total loss 5.9114, policy loss -6.0116, value loss 5.5883, entropy loss -0.0172, predict loss 6.3350
[Train] Iteration 251, total loss 5.1845, policy loss -5.5496, value loss 4.5721, entropy loss -0.0054, predict loss 6.1621
[Train] Iteration 252, total loss 10.0014, policy loss -6.4937, value loss 10.2542, entropy loss -0.0050, predict loss 6.2410
[Train] Iteration 253, total loss 9.1806, policy loss -6.0894, value loss 8.8427, entropy loss -0.0111, predict loss 6.4276
[Train] Iteration 254, total loss 12.6166, policy loss -6.2476, value loss 12.3637, entropy loss -0.0149, predict loss 6.5008
[Train] Iteration 255, total loss 10.0965, policy loss -6.8757, value loss 10.5521, entropy loss -0.0068, predict loss 6.4202
[Train] Iteration 256, total loss 12.1112, policy loss -5.6081, value loss 11.1691, entropy loss -0.0072, predict loss 6.5503
[Train] Iteration 257, total loss 13.3005, policy loss -5.7871, value loss 12.5815, entropy loss -0.0191, predict loss 6.5064
[Train] Iteration 258, total loss 11.8216, policy loss -6.0022, value loss 11.1023, entropy loss -0.0192, predict loss 6.7219
[Train] Iteration 259, total loss 10.0530, policy loss -5.1426, value loss 8.8684, entropy loss -0.0110, predict loss 6.3275
[Train] Iteration 260, total loss 10.4914, policy loss -5.5317, value loss 9.3651, entropy loss -0.0097, predict loss 6.6583
[Train] Iteration 261, total loss 10.6863, policy loss -5.2043, value loss 9.3402, entropy loss -0.0103, predict loss 6.5506
[Train] Iteration 262, total loss 9.4073, policy loss -5.7641, value loss 8.9240, entropy loss -0.0126, predict loss 6.2477
[Train] Iteration 263, total loss 8.0584, policy loss -5.4867, value loss 7.1783, entropy loss -0.0093, predict loss 6.3671
[Train] Iteration 264, total loss 5.8351, policy loss -6.9941, value loss 6.1660, entropy loss -0.0220, predict loss 6.6635
[Train] Iteration 265, total loss 16.4827, policy loss -6.4211, value loss 16.3778, entropy loss -0.0118, predict loss 6.5263
[Train] Iteration 266, total loss 7.4799, policy loss -6.9755, value loss 7.6584, entropy loss -0.0141, predict loss 6.7973
[Train] Iteration 267, total loss 8.6227, policy loss -5.2274, value loss 7.6187, entropy loss -0.0046, predict loss 6.2316
[Train] Iteration 268, total loss 6.2695, policy loss -6.7589, value loss 6.8273, entropy loss -0.0071, predict loss 6.2013
[Train] Iteration 269, total loss 9.8841, policy loss -5.7103, value loss 9.2443, entropy loss -0.0105, predict loss 6.3504
[Train] Iteration 270, total loss 2.8732, policy loss -6.3364, value loss 2.8618, entropy loss -0.0171, predict loss 6.3481
[Train] Iteration 271, total loss 10.7971, policy loss -5.9339, value loss 10.0003, entropy loss -0.0165, predict loss 6.7310
[Train] Iteration 272, total loss 12.9008, policy loss -5.4426, value loss 11.8877, entropy loss -0.0041, predict loss 6.4558
[Train] Iteration 273, total loss 9.0570, policy loss -5.8827, value loss 8.3887, entropy loss -0.0161, predict loss 6.5513
[Train] Iteration 274, total loss 14.4824, policy loss -6.2724, value loss 13.5283, entropy loss -0.0088, predict loss 7.2268
[Train] Iteration 275, total loss 8.3605, policy loss -5.5576, value loss 7.6362, entropy loss -0.0176, predict loss 6.2823
[Train] Iteration 276, total loss 6.4934, policy loss -5.5711, value loss 5.4550, entropy loss -0.0148, predict loss 6.6098
[Train] Iteration 277, total loss 7.7678, policy loss -5.2464, value loss 6.5162, entropy loss -0.0230, predict loss 6.4984
[Train] Iteration 278, total loss 6.0329, policy loss -4.7873, value loss 4.2824, entropy loss -0.0142, predict loss 6.5381
[Train] Iteration 279, total loss 16.0072, policy loss -5.7663, value loss 14.9098, entropy loss -0.0109, predict loss 6.8640
[Train] Iteration 280, total loss 7.3736, policy loss -6.2419, value loss 7.4773, entropy loss -0.0210, predict loss 6.1387
[Train] Iteration 281, total loss 11.4747, policy loss -4.5354, value loss 9.4906, entropy loss -0.0131, predict loss 6.5198
[Train] Iteration 282, total loss 12.8107, policy loss -5.8992, value loss 12.2875, entropy loss -0.0176, predict loss 6.4227
[Train] Iteration 283, total loss 9.8233, policy loss -5.8025, value loss 8.9813, entropy loss -0.0154, predict loss 6.6448
[Train] Iteration 284, total loss 8.1247, policy loss -4.9796, value loss 7.0225, entropy loss -0.0158, predict loss 6.0822
[Train] Iteration 285, total loss 8.7411, policy loss -5.9889, value loss 8.1790, entropy loss -0.0171, predict loss 6.5514
[Train] Iteration 286, total loss 9.6586, policy loss -5.8302, value loss 8.1783, entropy loss -0.0107, predict loss 7.3107
[Train] Iteration 287, total loss 8.2788, policy loss -5.7831, value loss 7.6654, entropy loss -0.0124, predict loss 6.3967
[Train] Iteration 288, total loss 8.6395, policy loss -5.3161, value loss 7.5578, entropy loss -0.0119, predict loss 6.3980
[Train] Iteration 289, total loss 6.3024, policy loss -6.4061, value loss 6.2973, entropy loss -0.0103, predict loss 6.4114
[Train] Iteration 290, total loss 14.9278, policy loss -4.9106, value loss 13.3997, entropy loss -0.0143, predict loss 6.4390
[Train] Iteration 291, total loss 13.4136, policy loss -6.8826, value loss 14.3105, entropy loss -0.0040, predict loss 5.9858
[Train] Iteration 292, total loss 18.5650, policy loss -5.7464, value loss 17.9077, entropy loss -0.0112, predict loss 6.4039
[Train] Iteration 293, total loss 11.1511, policy loss -5.1185, value loss 9.7718, entropy loss -0.0071, predict loss 6.4979
[Train] Iteration 294, total loss 4.0031, policy loss -4.9960, value loss 2.8385, entropy loss -0.0226, predict loss 6.1611
[Train] Iteration 295, total loss 8.5843, policy loss -5.6033, value loss 7.4869, entropy loss -0.0153, predict loss 6.7010
[Train] Iteration 296, total loss 12.2246, policy loss -6.2693, value loss 12.1519, entropy loss -0.0079, predict loss 6.3422
[Train] Iteration 297, total loss 4.3430, policy loss -5.5780, value loss 3.6424, entropy loss -0.0153, predict loss 6.2789
[Train] Iteration 298, total loss 11.5137, policy loss -6.2246, value loss 11.2769, entropy loss -0.0126, predict loss 6.4616
[Train] Iteration 299, total loss 10.8093, policy loss -6.2850, value loss 11.0334, entropy loss -0.0187, predict loss 6.0612
[Train] Iteration 300, total loss 7.0386, policy loss -5.0314, value loss 5.6313, entropy loss -0.0101, predict loss 6.4389
[Train] Iteration 301, total loss 8.9759, policy loss -5.9616, value loss 8.1947, entropy loss -0.0218, predict loss 6.7432
[Train] Iteration 302, total loss 12.4776, policy loss -4.8860, value loss 11.2573, entropy loss -0.0145, predict loss 6.1066
[Train] Iteration 303, total loss 6.5387, policy loss -4.8286, value loss 5.0142, entropy loss -0.0065, predict loss 6.3532
[Train] Iteration 304, total loss 8.3558, policy loss -5.3018, value loss 6.9600, entropy loss -0.0080, predict loss 6.6976
[Train] Iteration 305, total loss 11.0918, policy loss -5.9704, value loss 10.7945, entropy loss -0.0096, predict loss 6.2679
[Train] Iteration 306, total loss 9.1205, policy loss -6.0619, value loss 8.7797, entropy loss -0.0031, predict loss 6.4028
[Train] Iteration 307, total loss 6.5692, policy loss -5.6378, value loss 4.8009, entropy loss -0.0086, predict loss 7.4063
[Train] Iteration 308, total loss 7.7089, policy loss -5.5548, value loss 6.9882, entropy loss -0.0155, predict loss 6.2758
[Train] Iteration 309, total loss 8.5068, policy loss -4.8982, value loss 7.1451, entropy loss -0.0158, predict loss 6.2602
[Train] Iteration 310, total loss 10.7361, policy loss -6.2380, value loss 10.5433, entropy loss -0.0191, predict loss 6.4313
[Train] Iteration 311, total loss 7.4463, policy loss -6.4910, value loss 7.4047, entropy loss -0.0115, predict loss 6.5328
[Train] Iteration 312, total loss 8.4731, policy loss -5.5767, value loss 7.5213, entropy loss -0.0125, predict loss 6.5288
[Train] Iteration 313, total loss 5.9137, policy loss -5.8255, value loss 5.4945, entropy loss -0.0071, predict loss 6.2449
[Train] Iteration 314, total loss 3.3036, policy loss -7.1590, value loss 4.0764, entropy loss -0.0118, predict loss 6.3864
[Train] Iteration 315, total loss 4.5581, policy loss -5.6138, value loss 3.4557, entropy loss -0.0125, predict loss 6.7165
[Train] Iteration 316, total loss 8.4885, policy loss -6.4967, value loss 7.9272, entropy loss -0.0102, predict loss 7.0581
[Train] Iteration 317, total loss 6.9096, policy loss -4.9615, value loss 5.5523, entropy loss -0.0098, predict loss 6.3190
[Train] Iteration 318, total loss 12.5790, policy loss -6.9331, value loss 12.8382, entropy loss -0.0126, predict loss 6.6742
[Train] Iteration 319, total loss 6.5956, policy loss -5.4391, value loss 5.6389, entropy loss -0.0143, predict loss 6.3960
[Train] Iteration 320, total loss 11.2286, policy loss -5.5478, value loss 10.1338, entropy loss -0.0159, predict loss 6.6429
[Train] Iteration 321, total loss 8.4606, policy loss -7.3743, value loss 9.4529, entropy loss -0.0205, predict loss 6.3824
[Train] Iteration 322, total loss 9.1872, policy loss -5.6964, value loss 8.3781, entropy loss -0.0167, predict loss 6.5059
[Train] Iteration 323, total loss 9.6126, policy loss -4.9940, value loss 8.2252, entropy loss -0.0073, predict loss 6.3815
[Train] Iteration 324, total loss 5.4082, policy loss -5.0732, value loss 3.9155, entropy loss -0.0140, predict loss 6.5661
[Train] Iteration 325, total loss 6.3221, policy loss -6.7114, value loss 6.6414, entropy loss -0.0092, predict loss 6.3923
[Train] Iteration 326, total loss 9.8202, policy loss -5.8830, value loss 9.1652, entropy loss -0.0309, predict loss 6.5387
[Train] Iteration 327, total loss 9.0799, policy loss -6.3741, value loss 8.9596, entropy loss -0.0118, predict loss 6.4947
[Train] Iteration 328, total loss 9.0585, policy loss -7.7729, value loss 10.1427, entropy loss -0.0060, predict loss 6.6888
[Train] Iteration 329, total loss 9.0345, policy loss -6.6569, value loss 9.0559, entropy loss -0.0090, predict loss 6.6356
[Train] Iteration 330, total loss 11.9092, policy loss -5.4067, value loss 10.8767, entropy loss -0.0095, predict loss 6.4395
[Train] Iteration 331, total loss 13.5699, policy loss -5.5181, value loss 12.3799, entropy loss -0.0191, predict loss 6.7085
[Train] Iteration 332, total loss 11.5407, policy loss -6.1103, value loss 11.2099, entropy loss -0.0092, predict loss 6.4413
[Train] Iteration 333, total loss 10.5085, policy loss -6.0211, value loss 10.1277, entropy loss -0.0207, predict loss 6.4024
[Train] Iteration 334, total loss 11.0277, policy loss -6.5603, value loss 10.6834, entropy loss -0.0135, predict loss 6.9049
[Train] Iteration 335, total loss 12.5676, policy loss -4.9699, value loss 11.7969, entropy loss -0.0076, predict loss 5.7407
[Train] Iteration 336, total loss 9.7773, policy loss -5.5660, value loss 9.2322, entropy loss -0.0059, predict loss 6.1111
[Train] Iteration 337, total loss 12.1129, policy loss -5.9064, value loss 11.6443, entropy loss -0.0099, predict loss 6.3753
[Train] Iteration 338, total loss 5.2631, policy loss -5.2549, value loss 4.3226, entropy loss -0.0105, predict loss 6.1956
[Train] Iteration 339, total loss 16.1860, policy loss -5.1577, value loss 15.1893, entropy loss -0.0140, predict loss 6.1546
[Train] Iteration 340, total loss 7.0807, policy loss -6.2422, value loss 6.8516, entropy loss -0.0096, predict loss 6.4715
[Train] Iteration 341, total loss 13.2750, policy loss -6.0209, value loss 12.6696, entropy loss -0.0084, predict loss 6.6265
[Train] Iteration 342, total loss 8.3690, policy loss -3.9928, value loss 6.0243, entropy loss -0.0128, predict loss 6.3378
[Train] Iteration 343, total loss 5.8569, policy loss -5.3121, value loss 5.1982, entropy loss -0.0157, predict loss 5.9711
[Train] Iteration 344, total loss 6.2257, policy loss -5.8316, value loss 5.5473, entropy loss -0.0146, predict loss 6.5103
[Train] Iteration 345, total loss 9.0171, policy loss -5.6655, value loss 8.2414, entropy loss -0.0132, predict loss 6.4414
[Train] Iteration 346, total loss 6.2528, policy loss -5.3620, value loss 5.1209, entropy loss -0.0133, predict loss 6.4942
[Train] Iteration 347, total loss 16.6753, policy loss -7.1562, value loss 17.2855, entropy loss -0.0123, predict loss 6.5462
[Train] Iteration 348, total loss 4.8963, policy loss -6.6212, value loss 4.8169, entropy loss -0.0203, predict loss 6.7011
[Train] Iteration 349, total loss 9.1881, policy loss -6.2439, value loss 8.9400, entropy loss -0.0198, predict loss 6.4923
[Train] Iteration 350, total loss 11.7350, policy loss -5.4247, value loss 10.6925, entropy loss -0.0060, predict loss 6.4673
[Train] Iteration 351, total loss 12.0188, policy loss -6.9147, value loss 12.1672, entropy loss -0.0137, predict loss 6.7666
[Train] Iteration 352, total loss 9.2164, policy loss -5.3791, value loss 7.7620, entropy loss -0.0158, predict loss 6.8338
[Train] Iteration 353, total loss 10.2797, policy loss -6.3632, value loss 9.8594, entropy loss -0.0076, predict loss 6.7837
[Train] Iteration 354, total loss 8.7454, policy loss -5.6127, value loss 7.9072, entropy loss -0.0139, predict loss 6.4512
[Train] Iteration 355, total loss 10.1455, policy loss -4.7996, value loss 8.5106, entropy loss -0.0186, predict loss 6.4348
[Train] Iteration 356, total loss 10.6157, policy loss -5.9012, value loss 9.9182, entropy loss -0.0265, predict loss 6.5993
[Train] Iteration 357, total loss 9.8650, policy loss -5.7928, value loss 9.6470, entropy loss -0.0149, predict loss 6.0110
[Train] Iteration 358, total loss 4.8988, policy loss -5.0166, value loss 3.8881, entropy loss -0.0153, predict loss 6.0277
[Train] Iteration 359, total loss 9.4753, policy loss -6.0543, value loss 8.6924, entropy loss -0.0150, predict loss 6.8376
[Train] Iteration 360, total loss 7.2578, policy loss -5.7694, value loss 6.5875, entropy loss -0.0070, predict loss 6.4399
